rating,review_text,steming_data,has_complaint_term
4,"ketika saya mau masuk..tp selalu ada notifikasi pembaharuan dan kemudian diarahkan ke Playstore, ternyata di Playstore tidak ada pembaharuan..dan selalu seperti itu...jika ingin masuk ke aplikasi...tolong dong diperbaiki aplikasinya...",masuktp notifikasi baharu arah playstore playstore pembaharuandan itujika masuk aplikasitolong baik aplikasi,True
5,semoga ga eror aja,moga eror,True
4,gak bisa di update,update,True
4,aplikasi mudah di operasikan terapi sering eror diarahkan ke playstore tpi gk bisa diunduh laporan pndampingan jdi sering trtunda 🤣😂🫠🤭,aplikasi mudah operasi terapi eror arah playstore unduh lapor pndampingan trtunda,True
4,"Padahal udah di perbarui tapi masih ngk bisa di buka, di suruh perbarui lagi",baru buka suruh baru,True
4,aplikasi siga mobile gk bisa di buka sama sekali,aplikasi siga mobile buka,True
5,ga bisa masuk,masuk,True
5,knp siga mobile saya gk bisa di buka cma muter aj,siga mobile buka muter,True
5,jelek ga bisa masuk,jelek masuk,True
5,aduuh kok gak bisa simpen data yah sering eror mohon diperbaiki lagi sistem nya,aduh simpan data ya eror mohon baik sistem ya,True
4,"datanya tidak bisa nyimpan dan selalu error terus mohon kerja samanya diperbarui lagi,biar yg daftar cepat selesai",data nyimpan error mohon kerja sama baru lagibiar daftar cepat selesai,True
5,gak bisa di buka walaupun sudah diperbaharuin,buka diperbaharuin,True
4,keluar terus di update,update,True
4,"belum sempurna , selalu d arahkan k playstore tetapi tetap balik lagi , pas simpan data err .. mau semangat qt kerjakan tp bagaimana ini aplikasi nya masih belum siap betul ? saran saya betulkan dlu supaya qt dalam pengerjaan nya mudah dn lebih semangat lagi ..",sempurna arah playstore pas simpan data err semangat kerja aplikasi ya saran betul kerja ya mudah semangat,True
5,baik satu aplikasi menjadi 2 fungsi ttp cepat eror sampai sekarang TDK BS dipakai,aplikasi fungsi cepat eror pakai,True
4,"pak/bu tolong ini bagaimana mau buat sertifikat layak nikah jika tidak bisa menyimpan data, sudah di ulang berkali-kali peringatannya gagal terus",pakbu tolong sertifikat layak nikah simpan data ulang berkalikali ingat gagal,True
5,terkadang tidak bisa menyimpan data . kadang bagus .kadang eror.,terkadang simpan data kadang bagus kadang eror,True
5,Perlu di Perbaiki sistemnya sering eror dan eror,baik sistem eror eror,True
5,aplikasi masih kurang sempurna sering eror,aplikasi sempurna eror,True
5,semoga selalu lancar setiap membuka apl8kasi ini,moga lancar buka aplkasi,True
5,bagus cuma haru kembali login,bagus login,True
5,"setiap buka baduta ngga bisa di arahkan ke ples tor, tapi sudah buka masih tetep aja sama ,",buka baduta arah ples tor buka,True
4,"Dear developer, ada hal penting mengenai new siga web, setelah inputing data ternyata nggak bisa diupload sebab ada error kode 500 mohon perbaiki ya... jangan lupa ngopi☕ *sruputtt* ahhh mantap hehe",dear developer new siga web inputing data diupload error kode mohon baik ya lupa ngopi sruputtt ah mantap hehe,True
5,coba ini teh gimna sih setiap mau di pke sllu eror terus,coba teh sih pakai eror,True
4,"kenapa di hpq tidak bisa masuk y!dan selalu keluar bacaan data diperbarui, sedangkan pakek hp lain bisa? adakah yg seperti itu?",hpq masuk ydan baca data baru pakai hp ada,True
4,aplikasinya tidak bisa dibuka?? padahal sudah di update,aplikasi buka update,True
5,"lagi2 pemerintah bikin aplikasi sampah, mau login gabisa, suruh update versi, padahal di playstore tidak ada versi baru, alasan update, padahal emang aplikasi cacat,haruskah saya mengadu pada Tuhan YME",perintah bikin aplikasi sampah login suruh update versi playstore versi alas update aplikasi cacatharuskah adu tuhan yme,True
4,"lama ini penggunaan nya harus berulang"" terus pembaruan nya sudah di klik pas di buka masih kembali lagi aja harus pembaruan lagi hadeh...... jadi bikin lemot kerjaan",guna ya ulang baru ya klik pas buka baru hadeh bikin lot kerja,True
5,dah berulang ulang tetap gagal,ulang ulang gagal,True
5,"aplikasinya masih blm stabil, susah nyimpen datanya",aplikasi stabil susah simpan data,True
5,tidak muncul fitur pilihan update,muncul fitur pilih update,True
5,Aplikasi tidak bisa di buka,aplikasi buka,True
4,belum bisa membuka nya,buka ya,True
5,aplikasi mudah untuk pendataan tapi masih kurang sempurna tiap kali buka aplikasinya selalu di arah kan kembali ke play store,aplikasi mudah data sempurna kali buka aplikasi arah play store,True
4,gimana ini.. g bisa masuk ke aplikasinya?,masuk aplikasi,True
4,"lebih mudah dlm mengisi data, cuman sayangnya sering muter2 ,sehingga harus nunggu lama untuk bisa mengisi data lagi",mudah isi data cuman sayang muter tunggu isi data,True
5,"MUTER' terus klw masuk kin data,prefikasi",muter masuk kin dataprefikasi,True
4,aplikasi sering error,aplikasi error,True
5,kenapa error terus,error,True
5,"aplikasi pendataan yg baik dan mudah namun masih sering muter""terus sehingga agak lambat dalam pendataan vervalnya",aplikasi data mudah muterterus lambat data vervalnya,True
5,sangat membantu. tpi muter2 terus sepertinya belum siap utk mendata..,bantu muter data,True
4,"nggak bisa nyimpan data, selalu error, alhasil data yang udh di input hilang, mohon diperbaiki",nyimpan data error alhasil data input hilang mohon baik,True
4,"cukup efektif dan membantu, namun terdapat kendala pada aplikasi yang membuat kesulitan.",efektif bantu kendala aplikasi sulit,True
5,"sudah di verval dengan data baru tapi data Elsimil tidak berubah ,membedakan tanda yg sudah di verval dan belum juga belum ada tanda pembeda , mencari data selanjutnya masih susah ngeklik ...",verval data data elsimil ubah beda tanda verval tanda beda cari data susah ngeklik,True
5,susah pas di rubah begini 🥲,susah pas rubah,True
5,tolong kerja sma nya ya aplikasi 🙏🙏 jgn gagal trus menyimpan data nya 😭,tolong kerja ya ya aplikasi gagal simpan data ya,True
5,aplikasi yh bagus dan membatu tapi mines yh masih banyak yang perlu di tingkatkan lagi setiap isi data selalu eror dan data yg kita input hilang dan terpecah menjadi banyak,aplikasi ya bagus batu mes ya tingkat isi data eror data input hilang pecah,True
5,tiap buka aplikasi pasti hrs perbarui dulu,buka aplikasi baru,True
5,sering eror,eror,True
4,barú kali ini ngisi di aplikasi siga awal² bgus ok lah simple ngerjain nya. tapi kenapa ko download LG dn LG tiap masuk dh mah gangguan aja,bar kali ngisi aplikasi siga bagus ok simple ngerjain ya download masuk dah mah ganggu,True
4,susah menyimpan,susah simpan,True
4,banyak bug,bug,True
4,ada warga lain yg masuk di RT saya. bug.. mohon perbaiki,warga masuk rt bug mohon baik,True
5,knp ya siga suruh update mulu..giliran di update susah lg masuknya 😪,ya siga suruh update mulugiliran update susah masuk,True
5,kenapa susah sekali di update giliran di uninstall gk bisa dibuka muter² terus,susah update gilir uninstall buka muter,True
5,blm bisa buka aplikasi nya lola terus gimana mau cepat beres verval nya ngebuka aplikasi nya aja susah,buka aplikasi ya lola cepat beres verval ya ngebuka aplikasi ya susah,True
5,nunggu update lama,tunggu update,True
5,masalah di penambahan keluarga baru sudah dimasukan kan sesuai KK kenapa hasil akhirnya jadi ada anak ajah diindividu anggota nya,tambah keluarga masuk sesuai kakak hasil anak individu anggota ya,True
5,susah login,susah login,True
5,diarahkan mengupdate aplikasi tp ga masuk jg udh berkali2,arah mengupdate aplikasi masuk kali,True
5,Mau masuk ke SIGA MOBILE kok sulit 🙂‍↕️,masuk siga mobile sulit,True
4,pas login keseringan erroor,pas login sering erroor,True
5,sudah buka beberapa kali muter terus,buka kali muter,True
5,download nya susah mesti berkali2,download ya susah mesti kali,True
4,kurang maksimal selalu suruh update aplikasi baru begituu ji terus TDK bisa terpakai,maksimal suruh update aplikasi begituu ji pakai,True
4,"ini kenapa ya kak , kok ga bisa buka apk per tgl 24 juni .. disuruh pembaruan udah di playstore nya ga ada tulisan untuk update nya . . ada yang sama ?",ya kak buka apk tanggal juni suruh baru playstore ya tulis update ya,True
5,gak bisa dibuka,buka,True
5,"perlu perbaikan lagi,,karna terlalu sering logout sendiri,dan eror",baik lagikarna logout sendiridan eror,True
5,setiap kali mau input data selalu update terus ini aplikasinya.,kali input data update aplikasi,True
4,server sering eror,server eror,True
4,"setiap hari mencoba login pagi, siang,sore,malam,bhkan jam 3 dini hari ttap tdk bs,trdapt pembaharuan anda akan diarahkan ke playstore,di ikuti ujung2nya ttap server ny tdk bs dibuka,sementara data sasaran nya banyak yg mesti dikerjakan dg waktu kurleb 3 minggu sisanya🤣😇",coba login pagi siangsoremalambhkan jam bstrdapt baharu arah playstoredi ikut ujung server nya dibukasementara data sasar ya mesti kurleb minggu sisa,True
5,lebih di tingkatkan lg pelayanan nya...jgn bolak balik error,tingkat layan nyajgn bolak error,True
4,"bagus pas lancar,tp kalo lg penuh masuk pun susah",bagus pas lancartp penuh masuk susah,True
5,muter muuuter aja,muter muuuter,True
5,kadang sinyal nya muter muter teruuus,kadang sinyal ya muter muter teruuus,True
5,"jangan sampai eror lagi, ya server",eror ya server,True
4,"SIGA yang sekarang kenapa suka gangguan sehingga mempengaruhi lambatnya kita menginpuut data, mohon segera ditingkatkan ya kualitasnya ??",siga suka ganggu pengaruh lambat menginpuut data mohon tingkat ya kualitas,True
5,selalu error,error,True
5,apk bagus tapi tolong kalo udh ngisi data mau nyimpn eror harusnya nyimpn otomatis inimah yg tadi diisi ilang semua harus ngulang lagi dari awal,apk bagus tolong ngisi data nyimpn eror nyimpn otomatis inimah isi hilang ngulang,True
5,"tolong d perbaiki lagi ya aplikasinya, kita semua siap menjalankan tugas tp mohon aplikasinya juga harus bagus baru ngisi 3 aja udah ga bisa d buka gmna mau cepat selesai kalau begini terus",tolong baik ya aplikasi jalan tugas mohon aplikasi bagus ngisi buka cepat selesai,True
5,kenapa sering macet sichhhhh,macet sichhhhh,True
5,"Aplikasi pendataan yang mudah tetapi masih kurang sempurna . untuk verval data sasaran yanga ada blm sesuai dengan data fisik ,menjadikan kita punya sasaran tetapi blm ada di verval . seriap membuka applikasi sering diarahkan pembaharuan di playstore gitu ajja terus",aplikasi data mudah sempurna verval data sasar yanga sesuai data fisik jadi sasar verval seriap buka aplikasi arah baharu playstore,True
5,membantu sekali..tpi sering muter trus aplikasinya..saat memasukkan data..jadi nunggunya lmyan lamaa..dan kadang malah gbisa di masukkan datanya,bantu sekalitpi muter aplikasinyasaat masuk datajadi nunggunya lmyan lamaadan kadang gbisa masuk data,True
4,terus update instal baru juga tak bisa masuk ngimana .berkali kali tak juga bisa masuk .,update instal masuk ngimana kali kali masuk,True
5,udah di update tapi kembali trus ke play store knpa ya kok bikin pusing,update play store ya bikin pusing,True
4,berulang kali diarahkan ke Playstore.,ulang kali arah playstore,True
5,susah download nya mesti berkali2,susah download ya mesti kali,True
5,kenapa terus gagal waktu memasuk kan ke elsimil GI mana mau kerja klau kayak gini terus tolong lebih kerja sama nya,gagal masuk elsimil gi kerja kayak tolong kerja ya,True
5,bagus tapi selalu suruh update,bagus suruh update,True
4,"Tolong di perbaiki..sudah berulang"" data y tak tersimpan malah muter terus",tolong perbaikisudah ulang data ya simpan muter,True
5,kok uda d perbaharui stiap masuk aplikasi minta perbaharui lg pdhl uda gk bs,baharu masuk aplikasi baharu,True
5,aplikasinya merepotkan.ada update di bawa ke playstore. tapi langkahnya berulang2 terus.,aplikasi merepotkanada update bawa playstore langkah ulang,True
4,klu mau login susah banget padahal sudah update. msh diarahkan LG ke playstore buka ke playstore LG😔,login susah banget update arah playstore buka playstore,True
4,tidak bisa d buka,buka,True
5,muter muter terus,muter muter,True
5,udah bolak balik capek ngak bisa login minta perbaharui terus gimana ini,bolak capek login baharu,True
5,kenapa ya data muter terus Tdk bisa d buks,ya data muter buks,True
5,susah di bukA loading terus....,susah buka loading,True
4,tiap mau simpan data selalu gagal 😵,simpan data gagal,True
5,aplikasi eror terus susah dibuka,aplikasi eror susah buka,True
4,aplikasi sering eror,aplikasi eror,True
5,sudah cukup baik dari aplikasi versi sebelumnya,aplikasi versi,True
5,aplikasinya kurang bagus eror wae,aplikasi bagus eror wae,True
5,aplikasinya kurang bagus error wae...,aplikasi bagus error wae,True
5,ini Gagal terus nyimpen data.,gagal simpan data,True
5,agak sulit mendata karena sering error,sulit data error,True
4,sangat berharap aplikasi ini sesuai apa yang tertulis. kalo memang hapus ya jangan mempersulit yang masih ada datanya.,harap aplikasi sesuai tulis hapus ya sulit data,True
5,kenapa mau login ttp tidak bisa... sdh di update ttp tidak bisa,login update,True
5,masih muter,muter,True
5,aplikasi error terus,aplikasi error,True
5,malam ini lancar jaya gunain aplikasi siga mobile nya semoga seterusnya lancar & gak eror eror lagi,malam lancar jaya gunain aplikasi siga mobile ya moga lancar eror eror,True
5,kenapa elsimil selalu ganti2 aplikasi kadang data udah lengkap d input tiba2 aplikasi d ganti Uda gt error gi bikin aplikasi jgn ecek2 lah kalo aplikasinya bagus kami yg kader ni semangat kerja walaupun jerihnya segitu 😭🤪😎,elsimil ganti aplikasi kadang data lengkap input aplikasi ganti error gi bikin aplikasi ecek aplikasi bagus kader nih semangat kerja jerih segitu,True
5,elsimil selalu lancar tapi saat ini loading,elsimil lancar loading,True
4,udah ngikutin arahan update kok jadi susah masuk knpa ini,ikut arah update susah masuk,True
5,jangan sering2 ke versi terbaru biar cepet selesai ngerjainnya,versi baru biar cepat selesai ngerjainnya,True
5,"mau log in malah balik lagi ke playstore, suruh update padahal sudah di update",log playstore suruh update update,True
5,"mau update kok sulit ,,kenapa ya",update sulit ya,True
4,selalu minta update aplikasi padahal sudah berapa kali di update,update aplikasi kali update,True
5,"SDH di update,kok tiap kali mau menggunakan kenapa selalu harus update terus",updatekok kali update,True
4,server lemot,server lot,True
4,loading terus,loading,True
5,aplikasi nya sllu eror ..,aplikasi ya eror,True
5,apk sering eror itu kenapa servernya kah,apk eror servernya kah,True
4,semoga Siga mobile tidak eror lagi,moga siga mobile eror,True
4,"KNPA harus slalu ganti versi trus ya,kpn MW beresnya KLW gini trus 🤦",ganti versi yakpn beres,True
5,belum d coba belum tau eror2 apa engga,coba tau eror,True
4,sudah di download masak suruh update terus,download masak suruh update,True
4,"kecepatan kurang maksimal, loading terus.",cepat maksimal loading,True
5,tidak dapat menyelesaikan update instal siga mobile-nya,selesai update instal siga mobilenya,True
5,semoga gak sering error server nya biar pekerjaan lancar,moga error server ya biar kerja lancar,True
4,"udah di update tapi tidak bisa menginstal, tolong perbaiki lagi aplikasi nya",update menginstal tolong baik aplikasi ya,True
4,berkali kali buka ini GK bisa dan Alhamdulillah sekarang sudah bisa,kali kali buka alhamdulillah,True
4,sulit maasuk,sulit maasuk,True
5,mau daftar gk bisa..selalu di ararin ke playstore di suruh uodate..tapi di playstore gk ada update an,daftar bisaselalu ararin playstore suruh uodatetapi playstore update an,True
5,ga bisa di buka,buka,True
5,eror,eror,True
4,muter2 di down load,muter down load,True
5,knpa ga bisa daftar,daftar,True
5,sulit,sulit,True
5,jngn eror teerud,eror teerud,True
5,kenapa gk bisa di buka,buka,True
5,apk eror tidak bisa ngisi,apk eror ngisi,True
5,alhamdulillah udah bisa k buka aplikasi nya,alhamdulillah buka aplikasi ya,True
5,"bug nya gagal,.. belum bisa mengisi data diri untuk catin",bug ya gagal isi data catin,True
5,masih belum bisa dibuka,buka,True
5,mudah²an aplikasinya tidak susah,mudah aplikasi susah,True
5,"aplikasi tidak bisa dibuka, kembali ke plestor truss padahal sudah di install",aplikasi buka plestor truss install,True
5,gak bisa di buka,buka,True
5,"Lebih baik dari apl sebelumnya, sedikit kurang nya pas akan tersimpan itu masih gagal menyimpan",apl ya pas simpan gagal simpan,True
5,blm terbuka aplikasinya,buka aplikasi,True
4,sering eror,eror,True
5,aku login perapa kali engga bisa bisa masuk gimana,login apa kali masuk,True
5,"ko elsimil jd ga bisa d buka ya,,, lierrrr",elsimil buka ya lierrrr,True
5,"berulangkali kuDownload ,belum bisa terbuka",berulangkali kudownload buka,True
5,"Banyak yang kurang dari aplikasi elsimil ini apk terus error, tidak bisa input data verval bumil ,Bufas dan baduta padahal udh bner tapi waktu di simpan selalu gagal",aplikasi elsimil apk error input data verval bumil bufas baduta simpan gagal,True
4,verval susah dibuka,verval susah buka,True
5,gagal masuk ke aplikasi elsimil,gagal masuk aplikasi elsimil,True
4,aplikasi nya kog susah di gunakan ...gk sat set,aplikasi ya susah sat set,True
5,Uda coba bbrpa kali gak bisa daftar terus? Tolong perbaiki sistemnya,coba kali daftar tolong baik sistem,True
5,Masa gagal terus di ulang ulang gagal captoin,gagal ulang ulang gagal captoin,True
5,Susah mau ngaktifin nya,susah ngaktifin ya,True
4,"Loading terus,, gak bisa buka sasaran",loading buka sasar,True
4,"Beberapa hari lalu download ngisi data tp ngga ada verifikasi di email aku, terus pas abis ngisi data itu status masih menunggu verifikasi,terus kemarin status berubah jadi masa pendampingan,dan pas kemarin sore aku coba cek lagi malah server tidak aktif. akhirnya aku logout pas mau masuk lagi ttep gabisa akhirnya aku hapus aplikasinya dan download lagi nyoba masuk lagi ttep server tidak aktif.. Mohon infonya,kenapa bisa seperti itu? 🙏",download ngisi data verifikasi email pas habis ngisi data status tunggu verifikasiterus kemarin status ubah pendampingandan pas kemarin sore coba cek server aktif logout pas masuk hapus aplikasi download coba masuk server aktif mohon infonyakenapa,True
5,Muter terus,muter,True
5,"Udah puluhan kali mau login gak bisa mulu.. Ini kenapa... Udah di suruh logout... Mau masuk lagi gk bisa2 Udah di update bbrp kali tetep aja di arahin kebplaystoor... Katanya ada pembaruan... Iya saya tau ada pembaruan,, tapi kenapa pas mau login gak bisa2.padahal ID sm sandi udh bnr,, Ttp gk bisa, selalu di arahin ke playstoor Mulu .. Tolong dong di perbaiki lagi.. Pusing saya...",puluh kali login mulu suruh logout masuk update kali arahin kebplaystoor baru iya tau baru pas login bisapadahal id sandi arahin playstoor mulu tolong baik pusing,True
5,Sudah di update tapi minta di update terus tolong bantuan,update update tolong bantu,True
4,Tolong utk penambahan bumil dan baduta oleh kader TPK aja agar tdk repot2 input ke Siga di kantor KB. Nyampek kantor sdh siap input server siga malah eror Agar kader lebih mudah lagi mngerjakannya trims,tolong tambah bumil baduta kader tpk repot input siga kantor kb nyampek kantor input server siga eror kader mudah mngerjakannya,True
4,Sering eror,eror,True
5,mohon dipersiapkan dengan matang biar tida selalu eror,mohon siap matang biar tida eror,True
5,Susah di akses login masuk nya,susah akses login masuk ya,True
5,"Aplikasi bagus hanya kadang data dari verval tidak masuk ke aplikasi mohon untuk kebih menggampangkan pihak TPK, Terimakasih",aplikasi bagus kadang data verval masuk aplikasi mohon kebih gampang tpk terimakasih,True
5,"catin sudah bisa lancar jaya good job, itu modul bumil kenapa server verval status provinsi tidak aktif, padahal di versi sekarang sasaran yang muncul tidak sesuai dengan keadaan di wilayah, ketika mau mencoba menambahkan dari link verval lah kok gak bisa di save",catin lancar jaya good job modul bumil server verval status provinsi aktif versi sasar muncul sesuai wilayah coba link verval save,True
4,"Aplikasi kok mempersulit, masuk aja gabisa",aplikasi sulit masuk,True
4,Kadang aplikasi susah digunakan,kadang aplikasi susah,True
5,"Coba ditambahkan min Live chat bantuan di dalam aplikasinya di halaman login jadi orang"" yang terkendala terbantu",coba min live chat bantu aplikasi halaman login orang kendala bantu,True
5,Aku belum bisa buka,buka,True
5,"Elsimil Versi 3 mempermudah tugas kami para TPK di wilayah dalam pendampingan sasaran, terimakasih BKKBN semoga semakin sukses untuk penanggulangan stunting di Indonesia🙏",elsimil versi mudah tugas tpk wilayah damping sasar terimakasih bkkbn moga sukses tanggulang stunting indonesia,True
5,Susah didaftarinnya balik lagi ke playstor,susah didaftarinnya playstor,True
5,Susah banget untuk masuk,susah banget masuk,True
5,"Jaringan aplikasi bermasalah, saya tidak bisa masuk.",jaring aplikasi masalah masuk,True
5,"Elsimil lbh mudah , lbh gampang untuk input data, dan lebih praktis, cm kendala nya bagi yg d daerah minim sinyal itu yg susah",elsimil mudah gampang input data praktis kendala ya daerah minim sinyal susah,True
5,Penting bagi syarat untuk kelengkapan pendaftaran CATIN,syarat lengkap daftar catin,True
4,Kok gak bisa login,login,True
5,Tidak ada hambatan saat mendaftar 😊,hambat daftar,True
5,error mulu,error mulu,True
4,Aplikasi nya gabisa jalan. Tiap mau daftar selalu diarahkan ke playstore terus. Mohon segera perbaiki,aplikasi ya jalan daftar arah playstore mohon baik,True
4,Susah di buka kerna ada pembaruan aplikasi,susah buka kerna baru aplikasi,True
